Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5,Range_of_purchases,Categories,Age_Range
32,9,3110,1901,402,17851,13524,2500-10000,Food,25-16
54,7,2345,6694,977,3260,7834,20000-25000,Travels,52-61
45,9,4836,6052,142,17995,10295,15000-20000,Fornitures,43-52
39,2,1428,1024,43,8179,6036,10000-15000,Electrical Products,34-43
38,2,3497,5886,1669,3352,4513,10000-15000,Electrical Products,34-43
41,9,2870,8889,333,14108,8248,10000-15000,Electrical Products,34-43
44,4,3941,8648,247,15904,3320,15000-20000,Fornitures,43-52
47,15,3115,6567,1559,23328,6853,15000-20000,Fornitures,43-52
32,11,929,8430,1461,8211,9606,2500-10000,Food,25-16
42,11,781,8184,603,7029,7973,10000-15000,Electrical Products,34-43
58,11,1118,7319,306,15563,670,20000-25000,Travels,52-61
49,18,3483,3487,1444,7710,13355,15000-20000,Fornitures,43-52
36,18,4473,5922,2350,9103,14010,10000-15000,Electrical Products,34-43
30,11,2383,5572,298,12070,12198,2500-10000,Food,25-16
46,9,3143,2283,604,16374,11498,15000-20000,Fornitures,43-52
40,16,252,9348,2492,11010,1007,10000-15000,Electrical Products,34-43
35,15,3988,1395,736,19677,6411,10000-15000,Electrical Products,34-43
32,3,1599,6638,1811,15466,7175,2500-10000,Food,25-16
33,5,4044,8927,2108,20144,7810,2500-10000,Food,25-16
34,4,3403,1736,1856,4054,8770,2500-10000,Food,34-43
50,14,1675,2859,2329,11902,5501,15000-20000,Fornitures,43-52
46,14,2622,213,569,19977,701,15000-20000,Fornitures,43-52
43,15,3373,7877,1654,19674,8844,10000-15000,Electrical Products,43-52
42,10,3663,9212,1366,28,9854,10000-15000,Electrical Products,34-43
36,13,2777,3969,2001,3066,1960,10000-15000,Electrical Products,34-43
48,13,2118,3541,34,15226,1107,15000-20000,Fornitures,43-52
45,1,3188,7924,757,12979,2271,15000-20000,Fornitures,43-52
43,7,427,248,947,14251,4152,10000-15000,Electrical Products,43-52
35,3,759,2742,580,8966,11816,10000-15000,Electrical Products,34-43
41,14,2226,164,880,13624,4885,10000-15000,Electrical Products,34-43
49,5,1266,4651,1356,21535,11423,15000-20000,Fornitures,43-52
41,6,1633,6862,1733,3091,5376,10000-15000,Electrical Products,34-43
37,7,624,9264,963,11935,3781,10000-15000,Electrical Products,34-43
44,1,890,1768,512,19099,7152,15000-20000,Fornitures,43-52
52,11,3984,7800,338,10470,8665,15000-20000,Fornitures,52-61
41,8,1587,8663,525,24366,13631,10000-15000,Electrical Products,34-43
42,6,4873,4345,2191,7232,8695,10000-15000,Electrical Products,34-43
34,20,2285,744,2140,10049,6158,2500-10000,Food,34-43
35,11,699,6793,1542,8448,14645,10000-15000,Electrical Products,34-43
38,20,4200,8739,880,17871,14350,10000-15000,Electrical Products,34-43
48,17,4974,3444,264,24162,14966,15000-20000,Fornitures,43-52
40,11,3507,872,545,3842,8445,10000-15000,Electrical Products,34-43
49,9,124,1568,942,20606,7368,15000-20000,Fornitures,43-52
28,2,3447,4831,2361,7143,3604,2500-10000,Food,25-16
52,9,3521,4188,1800,24192,3925,15000-20000,Fornitures,52-61
52,1,9,8119,1779,13438,6270,15000-20000,Fornitures,52-61
53,14,2412,5933,181,24014,4675,20000-25000,Travels,52-61
39,2,2870,840,2092,6273,8560,10000-15000,Electrical Products,34-43
41,8,4327,9452,1922,18434,8065,10000-15000,Electrical Products,34-43
41,12,2678,844,1368,14782,8633,10000-15000,Electrical Products,34-43
30,16,3112,257,2085,18611,5051,2500-10000,Food,25-16
39,7,16,6773,693,12746,14721,10000-15000,Electrical Products,34-43
55,9,2811,4229,685,13417,8245,20000-25000,Travels,52-61
36,15,1458,357,2374,21211,8382,10000-15000,Electrical Products,34-43
33,19,179,4700,324,16719,4613,2500-10000,Food,25-16
43,20,397,4908,767,15793,2814,10000-15000,Electrical Products,43-52
52,17,655,590,886,24584,1891,15000-20000,Fornitures,52-61
40,5,3977,7884,2151,19996,470,10000-15000,Electrical Products,34-43
41,3,3921,4913,2302,1623,868,10000-15000,Electrical Products,34-43
47,10,2310,1813,2405,333,3155,15000-20000,Fornitures,43-52
34,18,4576,8277,2149,19069,11758,2500-10000,Food,34-43
55,13,3041,4007,822,14558,13435,20000-25000,Travels,52-61
28,17,180,9674,766,4487,398,2500-10000,Food,25-16
42,16,2512,2457,664,984,1212,10000-15000,Electrical Products,34-43
54,10,4417,4189,1830,2554,14517,20000-25000,Travels,52-61
42,7,3197,2495,502,9555,12372,10000-15000,Electrical Products,34-43
37,8,4008,1780,1275,5928,11373,10000-15000,Electrical Products,34-43
39,13,699,2376,499,239,10924,10000-15000,Electrical Products,34-43
39,3,1258,5835,75,10579,5523,10000-15000,Electrical Products,34-43
56,15,2724,2668,1957,2569,10220,20000-25000,Travels,52-61
42,6,4835,4316,481,7539,4219,10000-15000,Electrical Products,34-43
33,7,1258,5779,2151,17704,4250,2500-10000,Food,25-16
46,16,1578,7638,2159,12827,2071,15000-20000,Fornitures,43-52
38,11,3892,1418,243,4091,2510,10000-15000,Electrical Products,34-43
39,17,2798,3792,145,11961,10820,10000-15000,Electrical Products,34-43
40,17,3284,2936,901,16903,4368,10000-15000,Electrical Products,34-43
37,7,4154,5186,573,23535,12300,10000-15000,Electrical Products,34-43
33,7,1012,9085,2153,1011,7879,2500-10000,Food,25-16
42,14,1371,6225,699,3243,14030,10000-15000,Electrical Products,34-43
39,20,4305,5900,2269,13246,7777,10000-15000,Electrical Products,34-43
30,8,4995,9713,355,13728,6399,2500-10000,Food,25-16
52,18,4044,4327,929,19726,4188,15000-20000,Fornitures,52-61
50,8,4423,2396,481,12599,8981,15000-20000,Fornitures,43-52
35,15,4645,5721,228,18254,10664,10000-15000,Electrical Products,34-43
52,11,3853,7046,2004,6310,13940,15000-20000,Fornitures,52-61
30,8,1693,3719,761,24798,6691,2500-10000,Food,25-16
50,20,1100,3620,1505,17664,14620,15000-20000,Fornitures,43-52
42,7,4626,5867,2145,18238,9746,10000-15000,Electrical Products,34-43
43,6,92,9745,1655,23499,11227,10000-15000,Electrical Products,43-52
45,13,4540,7262,2470,9709,769,15000-20000,Fornitures,43-52
48,1,1760,6890,1003,13695,3531,15000-20000,Fornitures,43-52
40,8,4683,1158,806,10967,12413,10000-15000,Electrical Products,34-43
37,19,227,2595,2114,22440,2543,10000-15000,Electrical Products,34-43
33,12,457,2385,987,16848,9317,2500-10000,Food,25-16
62,17,310,844,1234,22661,715,0-10000,Home Prodcts,61-70
46,10,2823,3251,259,12213,2640,15000-20000,Fornitures,43-52
46,4,2109,2060,1775,10506,488,15000-20000,Fornitures,43-52
46,2,1941,8887,1264,11680,11337,15000-20000,Fornitures,43-52
53,10,673,5124,1749,16784,14296,20000-25000,Travels,52-61
30,16,3828,3337,119,16163,5172,2500-10000,Food,25-16
61,5,580,846,2071,2265,6134,20000-25000,Travels,61-70
37,7,1317,1405,1708,8945,11470,10000-15000,Electrical Products,34-43
36,8,3155,3231,1777,14234,178,10000-15000,Electrical Products,34-43
45,13,2537,2687,1232,13426,7302,15000-20000,Fornitures,43-52
40,17,445,9028,1241,20392,11146,10000-15000,Electrical Products,34-43
34,12,2238,4844,2094,17850,11963,2500-10000,Food,34-43
50,8,848,74,1675,6364,1081,15000-20000,Fornitures,43-52
54,7,2108,9168,858,21803,10053,20000-25000,Travels,52-61
36,9,1686,3541,367,6035,1765,10000-15000,Electrical Products,34-43
47,6,3214,2487,808,6541,6551,15000-20000,Fornitures,43-52
35,14,2482,7218,229,328,13947,10000-15000,Electrical Products,34-43
23,9,2953,6390,1689,23378,3809,0-2500,Games,16-25
37,10,3520,8187,170,10848,3423,10000-15000,Electrical Products,34-43
35,3,3755,8051,2441,9814,13570,10000-15000,Electrical Products,34-43
40,17,3961,6882,135,9974,10079,10000-15000,Electrical Products,34-43
41,10,1211,994,134,2115,10914,10000-15000,Electrical Products,34-43
38,2,4665,2914,621,11016,3091,10000-15000,Electrical Products,34-43
34,10,1861,9571,1464,18015,2574,2500-10000,Food,34-43
49,17,2271,8368,2210,18908,2442,15000-20000,Fornitures,43-52
34,15,3618,843,2237,21802,8008,2500-10000,Food,34-43
40,7,4403,1445,1074,16139,733,10000-15000,Electrical Products,34-43
52,19,4931,2329,1410,12566,150,15000-20000,Fornitures,52-61
32,1,1883,1816,915,20975,9405,2500-10000,Food,25-16
49,12,349,2996,1889,8513,7548,15000-20000,Fornitures,43-52
52,5,618,8011,1871,1399,6517,15000-20000,Fornitures,52-61
41,5,4827,8741,1207,2719,8000,10000-15000,Electrical Products,34-43
43,19,605,4930,1329,1152,12976,10000-15000,Electrical Products,43-52
44,12,4339,1587,535,8322,11848,15000-20000,Fornitures,43-52
34,5,400,7581,1789,19867,12626,2500-10000,Food,34-43
36,14,4399,9189,1734,6983,7822,10000-15000,Electrical Products,34-43
45,8,831,7093,741,21348,12163,15000-20000,Fornitures,43-52
36,8,2638,5294,2478,9135,9512,10000-15000,Electrical Products,34-43
54,3,123,3979,829,9166,193,20000-25000,Travels,52-61
39,2,1595,672,1335,5264,3618,10000-15000,Electrical Products,34-43
29,14,3882,2264,180,14826,8027,2500-10000,Food,25-16
48,9,3313,3533,1099,2135,3010,15000-20000,Fornitures,43-52
44,8,678,924,1885,15721,12819,15000-20000,Fornitures,43-52
43,3,2030,2716,173,20973,5629,10000-15000,Electrical Products,43-52
45,20,266,3781,1791,11701,8320,15000-20000,Fornitures,43-52
29,14,2324,4001,754,17433,8217,2500-10000,Food,25-16
35,7,4881,1842,2017,11834,2203,10000-15000,Electrical Products,34-43
32,9,583,768,1776,23729,2195,2500-10000,Food,25-16
45,14,829,4630,471,6463,6297,15000-20000,Fornitures,43-52
48,11,4794,5637,825,24790,14217,15000-20000,Fornitures,43-52
44,6,366,6639,577,7915,13833,15000-20000,Fornitures,43-52
27,12,3512,6964,1006,8112,8269,2500-10000,Food,25-16
44,7,2471,3333,1286,14640,13238,15000-20000,Fornitures,43-52
50,3,2248,541,1859,24268,9140,15000-20000,Fornitures,43-52
40,1,4723,1487,726,20503,2742,10000-15000,Electrical Products,34-43
54,15,3174,4278,2268,19407,1486,20000-25000,Travels,52-61
47,3,839,6125,181,11433,1936,15000-20000,Fornitures,43-52
30,20,506,4256,1890,12345,11886,2500-10000,Food,25-16
40,8,2455,4692,1136,4965,1230,10000-15000,Electrical Products,34-43
47,17,1269,8299,1244,13229,2475,15000-20000,Fornitures,43-52
47,6,3881,8272,997,2747,1551,15000-20000,Fornitures,43-52
40,2,3744,9160,555,13639,6255,10000-15000,Electrical Products,34-43
42,12,1169,7,1278,8559,14523,10000-15000,Electrical Products,34-43
47,14,519,309,1883,21996,8628,15000-20000,Fornitures,43-52
38,6,528,1306,1872,179,8304,10000-15000,Electrical Products,34-43
34,5,1910,8278,1625,6607,9885,2500-10000,Food,34-43
70,16,164,9546,2268,15602,4174,0-10000,Home Prodcts,61-70
53,16,848,1893,1309,17303,1704,20000-25000,Travels,52-61
43,4,1999,9284,1875,4372,10271,10000-15000,Electrical Products,43-52
44,19,2751,6854,389,13262,1834,15000-20000,Fornitures,43-52
41,20,184,5755,1748,14276,12931,10000-15000,Electrical Products,34-43
39,6,2605,6662,622,11579,11128,10000-15000,Electrical Products,34-43
61,3,3412,8780,845,24049,11464,20000-25000,Travels,61-70
47,4,3420,3698,1005,22147,11219,15000-20000,Fornitures,43-52
38,15,118,7188,1911,16652,6203,10000-15000,Electrical Products,34-43
46,10,3423,3275,1720,5668,4536,15000-20000,Fornitures,43-52
48,16,4665,7045,360,11817,10785,15000-20000,Fornitures,43-52
32,15,1777,9317,210,17049,8006,2500-10000,Food,25-16
50,4,1140,8991,505,20479,11665,15000-20000,Fornitures,43-52
36,9,1238,3591,1805,12758,9813,10000-15000,Electrical Products,34-43
49,17,3586,1073,148,4258,11726,15000-20000,Fornitures,43-52
25,4,2375,7571,1622,6607,4484,0-2500,Games,25-16
37,16,3300,2207,402,24256,12469,10000-15000,Electrical Products,34-43
35,20,2385,9629,1803,770,7501,10000-15000,Electrical Products,34-43
50,19,3133,5935,2205,18237,3428,15000-20000,Fornitures,43-52
51,1,3295,749,683,14711,3216,15000-20000,Fornitures,43-52
29,18,1094,7561,709,3120,5685,2500-10000,Food,25-16
51,5,2336,2256,1353,8157,6278,15000-20000,Fornitures,43-52
31,20,604,3486,1937,9188,9703,2500-10000,Food,25-16
54,9,1248,9598,2140,4042,5558,20000-25000,Travels,52-61
29,9,2253,3865,827,7704,11551,2500-10000,Food,25-16
33,18,1685,1109,2202,1550,8898,2500-10000,Food,25-16
44,19,1030,9511,936,16187,6083,15000-20000,Fornitures,43-52
56,12,4283,7294,1553,12347,13684,20000-25000,Travels,52-61
43,12,4592,8229,1925,22928,12931,10000-15000,Electrical Products,43-52
58,3,4963,6391,339,23271,7239,20000-25000,Travels,52-61
25,18,1327,4589,2346,13881,2512,0-2500,Games,25-16
40,9,919,7855,2319,3019,6015,10000-15000,Electrical Products,34-43
50,14,4973,6369,653,225,6351,15000-20000,Fornitures,43-52
40,2,1724,1418,1883,21977,13994,10000-15000,Electrical Products,34-43
49,9,3426,61,105,2627,8748,15000-20000,Fornitures,43-52
42,17,2034,4993,1401,3413,12988,10000-15000,Electrical Products,34-43
62,11,3734,1379,815,23142,5940,0-10000,Home Prodcts,61-70
66,19,4043,8996,366,17464,9636,0-10000,Home Prodcts,61-70
31,20,2400,2402,818,1066,1057,2500-10000,Food,25-16
65,2,979,697,2091,9178,9463,0-10000,Home Prodcts,61-70
46,18,4611,6633,1950,24633,9306,15000-20000,Fornitures,43-52
44,3,1658,8571,1780,7351,4961,15000-20000,Fornitures,43-52
53,17,400,8272,970,15779,11442,20000-25000,Travels,52-61
53,16,1169,779,1987,13388,9551,20000-25000,Travels,52-61
28,13,3765,1035,1829,22880,10062,2500-10000,Food,25-16
48,1,368,25,1563,11264,6015,15000-20000,Fornitures,43-52
29,3,1691,6175,1157,16442,2232,2500-10000,Food,25-16
58,2,4166,2941,1593,21162,10662,20000-25000,Travels,52-61
51,1,4761,8871,871,17652,7156,15000-20000,Fornitures,43-52
43,13,3237,6734,430,628,2107,10000-15000,Electrical Products,43-52
41,6,4929,3203,1635,24328,3700,10000-15000,Electrical Products,34-43
35,11,2230,2849,838,19026,14835,10000-15000,Electrical Products,34-43
41,3,4205,5606,2146,24993,7913,10000-15000,Electrical Products,34-43
48,14,1403,3064,1881,13575,5954,15000-20000,Fornitures,43-52
56,10,148,3089,1467,875,1121,20000-25000,Travels,52-61
42,14,262,4070,843,15182,5190,10000-15000,Electrical Products,34-43
45,2,4506,2243,1326,22385,13515,15000-20000,Fornitures,43-52
41,8,174,5394,606,12749,8421,10000-15000,Electrical Products,34-43
35,8,1787,7856,1481,7817,14228,10000-15000,Electrical Products,34-43
60,11,2789,3633,1116,19147,4060,20000-25000,Travels,52-61
43,12,1691,5635,2222,15367,8881,10000-15000,Electrical Products,43-52
45,13,4855,7025,76,6589,9800,15000-20000,Fornitures,43-52
61,2,844,7958,1272,2409,898,20000-25000,Travels,61-70
56,12,3025,2174,1817,13225,7331,20000-25000,Travels,52-61
59,7,2964,5079,1732,628,5045,20000-25000,Travels,52-61
57,17,4103,3713,57,16153,14972,20000-25000,Travels,52-61
42,1,3099,7265,2191,7259,12811,10000-15000,Electrical Products,34-43
49,20,1843,1114,1131,19883,218,15000-20000,Fornitures,43-52
32,6,128,115,86,2626,13158,2500-10000,Food,25-16
47,4,1842,4395,2433,6144,7038,15000-20000,Fornitures,43-52
50,14,1791,9871,2107,21937,8654,15000-20000,Fornitures,43-52
36,4,293,4930,1882,14111,7384,10000-15000,Electrical Products,34-43
59,16,2627,8731,782,16080,1712,20000-25000,Travels,52-61
28,18,1396,1734,290,9330,323,2500-10000,Food,25-16
51,5,3795,2419,1807,19100,10136,15000-20000,Fornitures,43-52
58,13,1214,844,591,813,6237,20000-25000,Travels,52-61
39,13,959,3831,330,52,532,10000-15000,Electrical Products,34-43
55,9,2010,5247,1906,2364,1328,20000-25000,Travels,52-61
59,14,41,4876,2446,15420,14951,20000-25000,Travels,52-61
52,16,2970,4663,1584,23178,13198,15000-20000,Fornitures,52-61
49,2,2103,5534,1517,2428,3675,15000-20000,Fornitures,43-52
54,2,1963,308,2212,22551,10925,20000-25000,Travels,52-61
52,17,4064,9638,2461,13522,9563,15000-20000,Fornitures,52-61
37,5,4952,6733,1426,14045,4280,10000-15000,Electrical Products,34-43
44,4,246,9611,2233,17467,8817,15000-20000,Fornitures,43-52
32,1,2650,6696,1747,9592,2525,2500-10000,Food,25-16
37,12,146,3243,1,15509,13378,10000-15000,Electrical Products,34-43
47,3,2118,8799,2419,24188,515,15000-20000,Fornitures,43-52
45,1,790,6551,2169,2267,723,15000-20000,Fornitures,43-52
57,7,1333,2401,680,12574,13831,20000-25000,Travels,52-61
47,19,1040,3190,1624,18494,3993,15000-20000,Fornitures,43-52
43,1,4952,716,1911,8845,6009,10000-15000,Electrical Products,43-52
28,2,4488,4358,731,3635,7078,2500-10000,Food,25-16
45,16,3189,3231,534,5989,417,15000-20000,Fornitures,43-52
47,13,2843,9067,529,13419,5005,15000-20000,Fornitures,43-52
37,12,3661,3939,1322,19394,5379,10000-15000,Electrical Products,34-43
44,3,3514,6028,1356,4307,11859,15000-20000,Fornitures,43-52
37,12,777,8729,2019,16434,8452,10000-15000,Electrical Products,34-43
45,6,3218,224,2259,20745,14605,15000-20000,Fornitures,43-52
33,19,2601,3641,1949,23292,4419,2500-10000,Food,25-16
59,6,3760,3066,2283,11264,5596,20000-25000,Travels,52-61
41,9,2161,5455,1515,4788,11803,10000-15000,Electrical Products,34-43
39,2,4592,2410,1458,1032,10840,10000-15000,Electrical Products,34-43
30,8,72,2844,71,5823,5724,2500-10000,Food,25-16
58,3,1453,1910,1857,23323,954,20000-25000,Travels,52-61
49,16,2708,6578,715,8789,7273,15000-20000,Fornitures,43-52
46,17,2273,8095,931,3848,2678,15000-20000,Fornitures,43-52
49,19,2102,8732,1053,7884,7316,15000-20000,Fornitures,43-52
43,6,1730,5033,2353,3630,10367,10000-15000,Electrical Products,43-52
34,7,2694,4005,1090,24847,3263,2500-10000,Food,34-43
45,15,2696,4779,929,11958,11061,15000-20000,Fornitures,43-52
31,20,3243,5423,85,18417,4728,2500-10000,Food,25-16
46,14,2448,3059,127,10565,12043,15000-20000,Fornitures,43-52
46,1,1082,5089,826,1798,10482,15000-20000,Fornitures,43-52
41,17,1351,734,2374,9537,10681,10000-15000,Electrical Products,34-43
36,4,2328,9636,1650,899,9278,10000-15000,Electrical Products,34-43
46,7,3186,4033,1795,3767,10786,15000-20000,Fornitures,43-52
34,11,1814,5445,1149,8619,8908,2500-10000,Food,34-43
50,4,667,8988,755,3220,4441,15000-20000,Fornitures,43-52
58,16,686,187,630,11285,13283,20000-25000,Travels,52-61
49,8,3874,7551,879,20109,3013,15000-20000,Fornitures,43-52
43,8,3457,5930,496,5151,12117,10000-15000,Electrical Products,43-52
48,19,1925,496,2009,18451,14792,15000-20000,Fornitures,43-52
40,11,4226,1938,507,12725,1280,10000-15000,Electrical Products,34-43
45,14,3331,6430,633,3062,957,15000-20000,Fornitures,43-52
52,11,2430,2252,869,22966,4078,15000-20000,Fornitures,52-61
25,14,4102,7080,1144,11546,534,0-2500,Games,25-16
58,5,4834,2776,1092,7226,7495,20000-25000,Travels,52-61
52,1,4318,4263,1569,24956,6018,15000-20000,Fornitures,52-61
36,13,4797,7742,1972,16502,8506,10000-15000,Electrical Products,34-43
23,4,425,6296,1946,14627,661,0-2500,Games,16-25
50,7,1479,8265,1923,927,6790,15000-20000,Fornitures,43-52
19,18,1026,5704,1921,23917,488,0-2500,Games,16-25
48,16,503,6774,543,22313,10485,15000-20000,Fornitures,43-52
43,9,1386,6732,415,13085,11053,10000-15000,Electrical Products,43-52
58,17,4752,7782,442,19963,6450,20000-25000,Travels,52-61
46,20,178,5252,642,23132,2517,15000-20000,Fornitures,43-52
52,7,910,2730,382,8491,871,15000-20000,Fornitures,52-61
45,1,1257,7125,1742,3163,4314,15000-20000,Fornitures,43-52
50,13,4424,4174,1940,21507,5215,15000-20000,Fornitures,43-52
45,9,3997,2379,347,624,6810,15000-20000,Fornitures,43-52
49,16,254,7668,656,23557,9062,15000-20000,Fornitures,43-52
34,8,1398,7914,526,105,3994,2500-10000,Food,34-43
41,7,4568,2487,2261,13203,4637,10000-15000,Electrical Products,34-43
60,14,2560,987,1664,24287,13631,20000-25000,Travels,52-61
56,2,1062,6104,2226,17243,13937,20000-25000,Travels,52-61
47,3,3098,7706,2394,19966,84,15000-20000,Fornitures,43-52
57,2,592,9448,397,20435,14629,20000-25000,Travels,52-61
52,11,2880,8564,116,3813,3128,15000-20000,Fornitures,52-61
40,20,4463,9553,2305,16881,8646,10000-15000,Electrical Products,34-43
42,12,3558,524,1811,132,10397,10000-15000,Electrical Products,34-43
40,20,4500,7521,1615,2668,11338,10000-15000,Electrical Products,34-43
53,19,4122,7198,82,9014,5676,20000-25000,Travels,52-61
39,8,2497,4156,1591,5386,11212,10000-15000,Electrical Products,34-43
40,16,2276,1344,976,5246,2787,10000-15000,Electrical Products,34-43
59,19,3649,4963,195,16714,1488,20000-25000,Travels,52-61
54,6,2469,9734,1223,24391,6977,20000-25000,Travels,52-61
46,3,2605,5634,621,15625,1218,15000-20000,Fornitures,43-52
40,3,2918,5073,0,12696,1491,10000-15000,Electrical Products,34-43
58,9,4484,3699,1588,5305,11060,20000-25000,Travels,52-61
39,19,1926,2834,267,20195,13609,10000-15000,Electrical Products,34-43
32,2,2617,9424,2348,7026,6949,2500-10000,Food,25-16
33,10,750,7752,908,8617,8759,2500-10000,Food,25-16
41,7,845,3379,1180,15007,14696,10000-15000,Electrical Products,34-43
38,4,4101,7820,1964,4076,1364,10000-15000,Electrical Products,34-43
49,17,4366,8541,838,8362,10261,15000-20000,Fornitures,43-52
