Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5
39,9,4701,5218,1124,9140,6786
51,15,866,5313,107,23354,9109
31,18,4260,5498,1491,5242,11385
44,19,296,9717,1410,18576,14987
50,15,3611,9883,662,1174,2820
36,4,3940,6493,1145,3287,7563
45,9,2433,6958,303,4579,1403
48,14,4203,1602,1809,17898,7008
35,11,4290,7972,275,7878,14405
48,20,1408,8343,1573,10452,9400
45,12,4202,3072,1735,14619,2602
41,7,275,7465,273,18863,1003
46,5,498,9938,654,14224,12489
56,14,1714,9700,979,13519,8589
38,18,3766,7775,241,882,5745
47,20,1722,8216,2208,24098,7266
39,15,1268,5498,184,2354,8515
47,2,3473,5510,1697,19773,12677
32,11,3795,284,2163,14415,10975
45,11,1139,9869,2030,21233,9540
57,12,50,7522,1495,12778,6327
40,16,2644,4334,384,13838,11319
24,10,3331,3988,1504,6671,9558
48,18,429,3261,455,5169,10933
37,7,3978,3631,1117,7057,7053
45,11,2973,6193,2278,19397,1667
41,7,3747,5168,123,24866,14340
52,13,1734,9323,1036,3117,13608
37,1,4808,2513,1877,14021,7032
51,15,1388,2967,1891,20717,10304
37,8,3468,504,2400,12960,6742
44,7,3796,9442,586,8296,6698
43,2,1447,3979,1961,18292,9758
59,12,3310,155,336,24182,12378
32,8,1722,7982,2447,22775,9303
57,7,2680,7707,394,4521,9697
46,14,1826,895,2161,20404,7230
45,14,4709,4673,1859,4294,7569
61,11,3165,8162,259,1050,2169
60,11,4381,5415,2102,996,764
39,5,3471,1605,2146,14093,103
50,3,4249,1205,1116,16186,1260
41,1,4952,1997,1981,11531,11968
51,20,4261,3791,1889,830,12354
45,4,2626,1761,386,10552,12549
32,16,2971,2760,860,173,14038
65,10,2463,2634,538,19904,13035
51,11,1892,2105,2446,11920,4575
48,20,1445,2106,1901,13875,14859
42,6,793,3322,1106,18638,10047
58,2,29,7153,1366,2140,10487
46,20,1427,3681,831,13729,679
55,4,4531,2231,2251,1223,9632
40,19,3053,1632,1066,8700,3316
41,18,1278,8749,713,9259,1309
70,11,2626,9569,2417,14815,10371
52,14,3623,5431,2133,14964,14431
38,2,4823,6440,514,5711,5405
51,3,3107,5461,583,3591,14961
37,4,2259,890,715,18980,7170
35,5,4574,7008,1066,1712,9480
42,16,3580,1177,2021,12385,12455
46,9,1858,5746,607,15344,10748
52,11,1487,1377,2283,14657,7343
40,20,3049,7567,339,13801,9231
47,3,617,1037,1815,24051,937
35,1,3997,2773,70,4251,6010
51,6,6,2599,651,11814,12040
38,8,654,3780,2134,11259,2433
42,13,4256,5985,520,14630,3099
54,14,4188,1065,2159,2838,8043
58,16,6,2478,2439,4231,9095
51,2,3911,8202,907,4500,1234
34,20,3050,9367,463,17595,9414
34,17,3374,331,12,18960,8044
47,11,1198,4053,614,11571,4730
43,3,1503,6829,1612,812,14616
54,16,1213,9338,549,9323,5280
29,3,3134,6032,880,13993,13007
48,5,4285,169,1148,6639,7066
31,5,2933,8969,2419,19760,13670
32,6,2353,4296,955,8102,11229
30,4,4757,5756,1209,10343,4949
49,19,85,9763,9,5665,11187
39,12,4966,183,1435,8443,14047
51,15,2031,4908,2212,15587,5884
32,19,4499,8950,1397,4334,11263
54,7,3828,7665,451,12698,8435
51,3,3344,7407,1744,19252,7056
53,4,3435,1976,2137,8335,2068
57,17,4642,2893,1304,3617,12253
39,20,3099,6843,716,14121,11714
30,19,547,3542,782,19774,1214
48,2,2654,8492,453,15176,2115
43,3,2838,8201,2316,6085,480
51,9,864,8343,2404,20386,8991
35,4,357,7798,2183,19217,13098
39,14,2911,8203,1933,12056,13341
45,4,3120,2669,1587,15536,10898
45,8,1800,8881,771,24835,6231
48,4,1398,5913,665,14475,7256
53,19,1598,2340,1393,11521,3411
49,9,3271,2800,1813,6561,12335
50,10,2468,6808,2256,23663,11612
31,1,4359,9696,1736,9361,12919
33,11,610,1247,1128,10883,11519
60,12,190,7715,1649,9286,919
36,3,4020,751,2071,12294,1604
39,2,2353,5758,112,18866,14010
37,14,2127,2944,2464,23309,11776
43,13,2167,5010,455,23256,1351
61,1,2268,3630,310,20664,2885
42,7,580,2133,417,9032,109
29,18,2031,7373,97,13298,2882
57,5,2633,6093,1373,2024,8631
36,7,3717,5320,2189,11148,2835
45,9,3286,3469,1144,14151,5962
50,15,4180,3029,1380,22054,14934
57,11,4226,779,407,21831,1935
32,20,1985,1169,1970,9841,8526
40,14,3014,213,131,1058,2433
41,5,275,6306,880,9084,4180
33,18,4876,4188,1726,20385,7718
33,4,4038,7864,869,15488,5907
51,13,2263,9360,605,11243,8941
36,9,3247,4613,276,17490,8758
50,2,193,2657,2415,5148,8113
44,16,2910,1815,1767,17386,13838
35,10,4712,6007,1,24805,5104
47,19,1692,3577,940,22601,14090
27,11,4058,560,1923,23278,9327
45,9,1597,6642,1972,17259,14356
49,18,1186,6045,1155,4718,4434
35,7,3743,224,474,18837,3349
44,2,1564,5229,1934,2248,11775
50,12,156,4857,1880,13563,11299
51,18,1265,4981,1071,11990,14909
32,3,1990,3559,2095,3724,10749
44,5,2728,8443,2459,12750,2938
39,11,3825,2678,1534,24213,11785
30,20,3150,4176,5,12902,9306
46,17,3728,786,218,22535,6682
48,11,2983,4482,2315,24981,8964
51,4,3225,2393,916,6117,9448
43,2,4935,2328,780,7629,4638
41,3,2889,1977,1153,356,12851
46,16,4953,3826,2223,13203,10697
48,7,3366,1785,745,412,924
54,16,1317,9816,1605,9923,3051
37,4,2543,889,2450,17083,412
31,15,4550,1525,2396,19362,14603
55,1,495,1537,2231,4686,880
32,7,98,1352,2439,3376,14625
29,16,4891,3270,485,7758,13059
43,6,2329,1080,2044,13290,6447
46,13,1943,8797,341,12127,5791
55,1,1668,5814,232,18298,5927
51,4,667,6082,1989,9177,11059
32,7,1917,7999,1872,3532,454
42,5,269,5430,287,17822,14293
51,1,1842,6737,375,21676,6427
43,11,2051,2933,1346,14448,4354
32,17,4712,1760,1139,12170,13274
43,16,4377,3105,713,18131,10034
54,12,2737,8540,211,2730,11154
38,7,3061,6195,1610,22529,9605
28,18,4223,4117,1242,1713,14213
56,12,1146,52,1043,11410,4378
49,12,139,5981,2469,3273,4823
42,11,799,8578,2069,7860,6796
56,9,3294,2058,1766,19094,568
32,2,1297,9748,769,17956,1555
48,16,3626,9200,555,18212,4645
52,17,4192,8305,630,8778,3482
56,16,4418,7931,125,14289,9560
41,7,3204,6138,1151,16137,10250
41,11,292,8880,1228,11950,3294
46,14,4182,5499,1518,19986,3163
24,1,3652,4615,1689,5934,1545
33,12,1795,387,1763,17747,10846
37,2,2860,4372,152,6621,10273
60,11,1905,9943,868,4510,1755
44,6,2740,2241,1941,12737,8898
59,10,634,7188,613,5184,14797
40,19,829,3423,1807,5722,9549
44,17,725,4798,1045,11940,12328
29,1,1071,1671,1151,1129,3155
21,1,2632,8961,935,23269,14117
54,8,4751,6930,1055,12839,13628
26,18,456,8044,940,148,5590
43,1,2610,5747,959,21252,5086
35,4,2417,5847,608,18316,6493
44,11,2471,6966,2357,7020,8755
22,4,3487,1344,990,17455,3076
35,12,2779,766,2328,14252,12440
55,10,400,9220,1390,2708,58
44,12,4833,5749,2457,9240,10257
34,4,337,1750,2029,24566,12573
49,7,2553,8790,1127,19767,9556
51,19,2686,8735,1419,8443,12761
41,15,3373,7723,1313,18033,1446
46,20,2767,170,937,7467,9898
41,8,384,8713,1345,8830,2530
28,5,1994,200,542,1498,13775
39,3,4151,6319,8,5462,4388
33,9,2782,3754,395,11848,2739
37,13,3306,8185,1626,12507,8321
40,4,2188,2686,423,17623,13174
47,16,2288,4681,1138,6260,7640
44,17,109,7492,595,23965,3987
48,17,2694,8811,250,4460,10373
66,2,1553,7344,1267,22176,529
50,9,1285,6436,58,9679,7087
51,1,1620,4233,470,24966,10461
24,2,2136,8036,12,15728,11513
38,16,829,1503,1989,10728,1
29,1,149,4639,1523,4631,2480
58,4,1243,6439,2133,6844,12827
44,17,3482,4712,187,17282,540
53,8,4249,5559,131,11173,8947
43,11,1450,762,1712,9771,11966
58,3,2317,2089,1730,13145,14566
50,2,349,8422,457,14372,11527
35,20,4908,2805,1306,14155,2103
39,2,4374,1038,992,3607,10735
45,19,4766,8601,2040,15558,3658
32,15,2909,7705,2128,3302,3134
61,1,1085,5998,1736,23461,14945
44,16,1431,6766,1677,16889,6457
56,6,1528,5537,1091,16156,10733
26,14,2203,9408,2473,20433,13737
47,3,4863,9833,726,14212,6211
45,9,1773,1539,592,12372,5879
30,18,4387,8600,1532,6563,14430
57,3,4751,8496,1204,19388,12359
42,19,514,4615,1603,2099,2714
42,1,2411,451,972,6012,9513
28,6,4020,2896,722,9260,13287
41,1,3317,2212,1172,8355,11424
39,18,948,2160,1778,13709,14640
34,2,1532,161,1536,19040,11258
31,1,1494,8095,1131,3665,3171
29,5,2755,5759,1184,13047,5714
35,1,2237,5864,2229,24568,5328
39,20,2028,7524,1010,15870,14304
38,20,1771,4633,1982,20507,2397
44,14,2977,9172,2033,19394,11620
39,4,4463,1146,1211,3749,8380
53,16,1430,459,1917,5636,12159
29,13,4126,5368,452,2470,1068
52,17,4766,2249,1879,22285,1329
61,5,3806,548,592,4527,14332
38,20,4402,4534,256,9015,3891
58,5,3810,5483,2464,17548,3014
37,3,3112,6676,1695,5967,3880
31,20,828,2903,2374,10892,3374
51,5,4159,3988,1194,5952,2120
64,9,4700,7250,1374,1234,7108
48,14,2030,5433,1531,3163,6852
42,12,561,93,1475,5329,7785
34,2,3136,2891,1330,2463,13488
46,16,2544,9544,1460,11581,13955
48,7,177,6491,2498,24042,7473
40,20,3578,7010,1720,8579,9197
33,20,3125,6629,679,6464,4965
43,10,2117,4178,1019,8306,2643
47,17,316,8170,548,22185,12471
39,4,4554,8524,95,14062,2423
52,7,906,4422,2048,3613,11957
28,17,283,2515,1075,8787,6917
46,15,4415,5134,1811,4035,14232
42,14,4454,5934,1546,21860,9184
53,5,295,6098,2250,11732,1512
38,19,3897,2192,310,250,13654
43,17,3036,2649,2384,22937,2757
50,6,242,4586,1119,8905,14223
54,7,1540,5456,1071,6438,5465
46,16,3994,3422,1721,15051,3120
50,11,989,6159,2442,6171,2088
37,17,817,2388,1411,19498,7653
41,7,3098,9536,1688,4008,4435
56,16,965,5594,580,21491,2493
23,14,4546,115,1814,11877,14294
65,9,4874,5413,115,5563,4065
52,13,1934,358,2175,5969,1596
59,9,480,7574,381,20967,12037
59,2,4943,5072,958,11471,8345
33,10,3965,8587,777,22290,5390
33,15,759,1301,2099,14022,1387
37,14,856,5422,1897,19676,2087
47,12,2330,6561,1941,24226,11002
52,14,3760,5209,755,5808,1821
48,17,1581,1022,634,1378,8263
60,2,3552,8644,1135,10236,12637
40,5,2384,9226,1869,15121,6875
46,15,310,5394,963,11366,6193
34,12,2314,2893,2327,24371,9070
44,18,302,3670,1136,6747,4805
43,2,1153,5169,692,12582,8193
37,11,4435,788,298,23115,408
31,15,2875,5844,1657,17044,6594
40,2,1898,6952,1293,6615,10024
39,10,2337,610,1227,12957,8930
43,16,1672,2929,710,3172,10150
33,7,4563,5932,2214,15349,1089
39,20,1191,4363,347,13812,14174
32,12,2650,1786,1966,3616,13124
28,13,2883,7595,2445,8027,11101
43,5,1907,9980,1374,23691,3611
28,11,3384,4578,1677,23095,5634
37,20,1302,9646,909,350,9265
43,14,3159,5774,69,590,89
43,16,1801,5629,223,20178,4225
45,6,3656,3835,1165,6832,5780
41,15,793,8431,2185,21190,14713
45,2,346,5577,527,22614,1247
61,3,638,8369,907,9581,6304
61,13,2868,8879,1285,14619,3902
37,6,975,6726,2069,6258,3160
48,15,538,9612,2389,10088,7397
57,4,2392,2990,2374,15226,10437
43,6,2461,7332,1652,3602,11156
57,4,4081,7778,2119,16060,7103
37,2,1683,3593,1526,21173,3070
39,5,1640,8202,1699,14433,908
43,3,4277,4292,261,18664,12733
43,8,3444,6856,1140,17558,7065
33,7,467,7721,890,16984,7064
60,6,4611,8075,1267,23276,6634
39,3,4786,4747,432,9561,9401
38,18,1908,90,1899,10473,13184
46,12,4882,1278,825,6719,6816
42,18,1981,6007,958,15529,13154
45,11,2384,6321,982,17497,10267
48,2,1300,4470,2463,14000,2323
28,2,2698,6055,1338,4575,14475
56,3,551,7023,1097,15728,6517
16,11,573,676,871,21778,14011
41,3,3968,8142,519,22857,13584
28,9,1966,1552,2477,19709,4682
35,7,828,6576,1053,14747,14973
31,10,4051,3873,2440,19488,13591
39,16,3900,3981,465,6715,13520
43,9,3168,9137,1624,2854,10900
58,16,1323,1386,291,20213,2593
33,7,2831,6908,1396,19440,14627
46,20,2390,284,540,17233,2243
50,9,194,540,1402,11962,5153
33,10,2310,9599,1766,18678,5839
45,4,4620,1667,815,12222,2106
30,16,438,1939,2136,22229,7680
41,15,161,870,2205,8170,11221
35,10,4257,332,1408,23515,2450
66,18,3601,7008,973,24576,658
35,16,4888,2409,1653,24333,13613
49,1,558,3407,858,21483,14850
56,5,281,3806,705,7968,2870
40,11,2923,4243,41,7283,1372
49,19,2196,5852,580,4935,9023
37,12,1170,8694,2084,7829,5988
46,13,4984,1214,131,21009,2946
45,17,2103,5245,1420,24094,8896
51,4,21,5848,1693,24368,6451
40,12,1848,1527,1061,12403,3739
46,8,348,5348,736,11123,9338
37,10,1856,3668,900,22824,9659
50,13,3537,2359,818,3362,6298
55,1,3435,3468,604,13975,6382
39,18,3992,3111,2348,3879,10873
51,13,3127,4847,1786,12959,9283
40,6,2900,19,627,22933,9600
45,19,2013,9067,96,8188,6512
44,2,209,9971,1332,15019,11986
42,2,3945,4362,748,5336,1205
37,2,1036,924,321,13951,5498
40,13,455,7569,506,4356,9448
47,16,2747,8238,1230,20120,8877
47,9,180,9112,1372,7282,7277
31,6,251,6945,309,2293,12007
35,2,2451,2517,539,2059,10679
51,13,446,1817,1899,12948,4413
51,1,3611,2007,298,21307,9333
48,9,611,4734,977,6108,5692
41,6,1690,5439,1815,19663,4242
35,14,2514,4922,464,18498,4054
30,5,864,7277,1626,9160,13483
40,3,2850,5265,1714,15120,6299
39,18,1406,9038,1375,6077,9448
59,17,737,4860,940,1754,1294
53,2,1387,4003,286,24337,10053
38,1,2625,310,2116,24370,6326
34,13,2617,2130,2049,9967,14827
37,11,595,8098,2172,19591,5381
36,3,240,2075,48,15310,11633
50,15,3962,3379,1017,9344,4545
45,8,4329,1554,1292,11913,168
46,5,607,8140,45,4360,6347
45,16,1685,9140,265,22439,2527
41,18,4569,2413,1019,11987,13073
35,11,3672,8176,1517,10147,11677
25,20,1598,7931,453,5230,7427
53,6,748,9523,1685,20196,1990
59,19,4678,9809,24,20955,9168
50,10,2330,7054,563,17654,11351
56,13,1408,653,1055,20585,9995
37,16,4259,8777,239,8358,1048
44,17,3430,4381,1578,18464,14092
51,12,3361,3238,99,3991,720
38,13,3091,3817,218,9214,3403
48,15,2584,6844,595,999,6378
40,3,1648,9769,1395,22604,2717
37,3,2886,3814,1090,1948,1528
46,13,2013,3021,948,3901,1870
47,7,2482,4336,1377,405,10934
45,13,916,491,1986,5840,1526
44,15,1268,6741,1129,17470,4009
38,11,4530,9893,78,609,6825
38,16,3519,6699,1252,24444,11461
61,4,156,569,633,2066,5703
46,13,3561,3898,2413,6109,6047
42,8,3925,5653,1245,10078,10110
36,8,3422,558,1125,10057,7291
47,18,3103,6720,2317,13310,413
59,1,1005,7974,1362,15759,5372
54,9,4168,1430,2332,99,11571
34,19,3198,4338,1711,19245,7936
52,15,2330,740,313,7598,13099
47,9,4778,2437,1562,8388,1654
45,6,1319,5250,400,3088,8967
47,18,2471,4395,1367,4620,14597
54,6,983,8954,1359,17455,5915
40,9,4198,6423,143,19673,937
39,11,2309,4297,1261,14838,12270
50,10,2183,2428,1705,4224,9226
49,11,1356,6682,1700,24596,10717
54,13,200,4763,1134,18673,2935
49,19,3163,5564,301,22739,13252
46,17,1574,9103,1540,10796,9441
42,1,4882,4428,222,21216,12234
45,19,1559,2591,2159,14986,7533
36,9,3026,2726,2399,22502,8619
52,20,4990,7633,146,10460,13328
42,7,4144,9218,1273,1836,3558
36,12,1448,1386,171,7335,6258
53,8,4852,9663,1778,11468,9446
54,2,1808,5222,1171,21380,5752
40,9,164,6018,1266,20404,3636
49,10,679,6199,1343,21707,6859
43,16,362,6140,193,15716,9568
47,9,4529,1731,133,14024,3914
45,1,667,6628,1459,17803,4055
36,3,4197,7159,1000,83,9101
34,15,4514,7685,1447,11922,3355
41,18,3018,3728,1375,12816,1682
46,16,3867,8482,1501,1642,3388
50,18,2162,3979,659,9636,6551
47,4,1410,1601,923,9151,1004
32,19,4936,72,1198,8963,11882
35,1,2164,7472,1068,20629,10986
38,19,4960,2336,2316,11337,7164
35,2,1293,9637,2384,13665,2327
48,1,865,1355,1347,24727,6906
40,8,4349,7644,898,6013,13768
38,18,2057,4263,616,3290,6413
55,4,985,9069,1742,3069,3353
39,8,16,8967,405,22979,4653
52,3,3372,9581,1849,4230,384
49,3,696,991,1625,21689,7999
48,1,3528,6027,1306,7824,10606
46,7,1718,2363,1396,4869,416
36,12,4517,9541,786,6562,9627
47,16,441,5112,1296,24471,14702
40,20,627,7475,2291,12982,12671
30,2,4844,4202,745,21659,10742
31,4,2366,9006,2444,20880,8010
37,11,4463,4958,1519,16194,2984
57,20,676,9877,780,16797,878
42,15,1977,9505,1764,22590,2411
36,7,2434,3448,61,4142,13532
38,10,593,354,1609,6489,7870
41,15,959,9006,543,19007,6706
48,4,2782,6393,826,18585,12966
40,3,2578,3974,1531,16638,8833
29,16,3790,9458,574,4935,13546
35,15,2619,7120,498,5965,12903
37,9,4577,1243,583,24974,3042
49,11,371,433,1070,2145,5708
45,4,3824,460,459,10640,4819
40,4,4937,1502,2388,20504,6880
43,11,4502,8600,894,18834,9337
25,10,2298,4681,1835,17462,11625
43,5,2679,8434,1994,14644,9177
42,1,3939,775,1893,1399,2473
48,10,3298,645,1818,2491,2290
51,4,4711,743,197,4639,10131
49,14,1415,5273,838,16804,10747
28,7,2632,5225,2224,1484,13412
45,9,4152,6070,1059,8871,13740
48,15,2250,5814,2490,7734,730
30,17,2807,171,618,9359,4348
45,19,514,1208,1975,10934,2669
46,15,1383,4641,589,14803,13518
41,13,2128,9725,854,13340,9403
24,7,753,8025,1351,12834,7615
25,4,100,3838,190,10818,5196
37,14,1118,4610,2326,23494,1243
51,16,81,1955,65,21920,13474
49,5,3780,6128,184,10738,9832
29,6,3782,2916,2083,20431,12530
47,8,547,7333,2169,14770,8790
38,13,1370,3032,682,12387,5204
39,15,855,8270,163,620,11827
41,7,4439,7537,1345,9726,3219
46,16,4400,3898,1450,1414,3151
37,12,1064,7851,1355,23835,6164
32,14,1071,9180,1125,16644,1566
40,17,337,4238,2456,18001,11148
39,3,4157,2791,1304,2053,9322
40,12,791,507,1267,9164,14079
41,15,1762,8957,1540,22208,14197
33,14,4162,9047,1182,16327,14450
57,19,1243,2084,1771,16090,12213
46,5,322,2829,2408,20338,14481
44,7,4471,3412,1277,11510,7880
34,6,3227,1540,1376,6271,13002
47,6,301,8621,2017,325,7105
55,6,4034,1526,908,17924,10307
67,20,739,8117,197,12203,6948
43,13,4379,8344,2400,7658,4618
45,18,2222,6286,190,4367,13545
51,20,1157,9910,244,6697,3523
38,11,1333,5244,888,17656,2481
41,13,2606,1599,2243,18188,1315
48,3,4329,7928,1194,2306,14241
47,18,3877,5549,18,17151,6959
44,10,3782,7556,2395,14019,9912
47,9,1270,7256,920,14761,13942
51,15,1591,7731,808,14586,12580
31,6,3395,2322,1776,18391,13078
29,11,171,9792,709,21909,14145
58,8,2597,8909,1421,16400,10943
59,11,3622,9445,112,7300,4401
46,14,3159,5960,691,5561,8797
43,16,311,2890,1476,24096,1913
51,8,2160,384,1594,1178,4776
44,12,4934,642,314,23492,1025
38,15,3446,4662,607,17087,6701
40,4,3637,7874,1006,14311,12471
37,13,1685,3152,885,24186,3501
40,10,2796,7692,2330,16209,8941
56,19,543,7360,147,1564,4068
31,18,2688,7470,47,19534,13935
48,9,860,1505,1255,12747,14789
54,3,4958,6656,8,9220,1285
34,9,4958,140,2398,20869,3177
43,12,175,3658,502,11325,14547
49,10,3126,9954,2293,18435,11067
47,11,4115,1776,2356,20168,6781
37,16,296,8009,415,17545,1155
34,13,33,9786,415,5524,609
34,4,3691,9760,652,14814,12321
37,13,2941,1452,2407,10735,5578
49,4,4668,1015,2405,15342,3596
47,1,1163,1086,1131,5765,9487
24,1,1273,8153,1810,23791,8118
40,3,4778,8641,857,23185,7929
53,15,2332,9459,1779,24330,10846
29,12,3737,9121,22,4430,14596
43,13,3140,4371,637,7577,6851
41,18,703,8786,737,20555,4678
51,7,3030,3138,658,2995,13047
42,12,4543,7857,1011,23751,12593
42,16,3158,4237,582,21301,1809
45,5,1978,243,344,13056,2256
28,3,2059,4412,2238,87,10219
60,18,4400,7207,1091,15135,14565
42,1,3610,602,434,19903,11975
56,18,536,5759,713,13233,14206
41,3,2327,2657,1226,24911,6831
44,2,4432,5396,1253,21712,11240
47,14,3131,4765,2458,24173,10921
40,20,1400,1096,1280,572,3103
40,2,670,5236,103,22061,178
70,4,4115,5468,1295,8823,11233
36,15,4155,326,1190,24397,6979
37,19,4387,4528,258,21913,5336
51,8,2091,5065,1104,4597,5414
39,14,4653,2694,589,2749,2702
48,10,3222,6423,274,2723,12190
52,10,4626,4484,237,16281,7715
44,20,368,5075,1070,13915,3770
32,3,493,5807,90,1426,13027
55,18,3784,8174,981,5532,6239
39,4,2786,7863,1585,22829,12603
50,18,4686,4430,2061,8805,859
57,9,2459,5517,1793,15639,8992
51,6,3689,1943,212,100,791
46,6,4199,3218,586,3582,6653
55,20,3645,597,710,2133,10904
55,12,5000,5043,1145,3682,12246
48,7,4201,3217,629,9444,8456
40,8,3982,8055,915,24074,1871
33,19,3844,4874,1932,16072,520
54,13,1568,8684,169,5035,6256
50,8,3277,4144,415,4982,4385
39,11,4569,3870,847,7993,11053
37,8,1606,4525,365,15341,12657
27,17,4429,6114,1150,59,339
44,11,3865,2618,1784,18742,605
61,13,4948,9114,240,18765,6216
32,17,685,2831,24,18898,4685
50,14,1697,9568,488,2755,10757
49,9,2093,1620,1961,23340,14047
53,2,3639,9566,1874,18223,6618
42,9,4389,2608,752,14649,8229
39,19,1008,7971,2293,14566,3283
38,4,4972,4490,2418,23094,14103
25,16,1350,2110,1704,8761,3679
26,8,4165,3337,1863,1505,4738
53,7,3860,2974,587,18731,10731
39,8,4091,6782,2024,19274,1630
47,20,805,6005,1744,21258,7281
36,15,3243,2957,1481,2159,10208
43,9,683,4583,1499,20046,10676
41,19,195,9418,1114,2476,3989
37,17,4406,2272,547,3292,2263
43,1,392,2892,1289,6757,2588
62,2,4265,7455,871,19000,3110
37,5,3338,6767,1647,18508,4838
46,4,4057,8126,2110,568,12459
39,12,543,424,255,20513,3309
46,13,2660,6130,1827,18507,9603
27,9,1187,3218,270,24538,10544
60,20,3133,1063,427,16894,4747
59,20,917,8884,2246,21189,7124
49,16,1054,3906,2398,1867,11930
34,2,4822,2079,617,11647,3805
49,2,2756,6788,1748,1088,12004
32,2,3324,1277,1416,4072,7634
37,18,2725,8351,1178,862,1482
43,14,2063,9387,1035,16979,11040
37,17,1741,7935,248,20716,5473
44,16,4578,3772,1738,15744,5862
44,17,3038,1742,1207,1800,1579
54,14,1665,8801,2327,17217,9335
38,2,2349,7514,1485,12896,2738
49,18,494,4504,1295,7883,5559
48,11,857,7821,1239,20797,6625
38,16,4508,5497,2351,7694,1975
53,4,3954,3696,1781,12013,2532
37,7,2314,9952,1438,12086,2065
44,19,484,6361,1172,13082,1941
44,18,1975,9284,1856,20062,4556
37,6,4390,3711,1685,20545,7124
51,17,3796,5909,749,1312,14490
42,14,513,5926,773,9517,9521
56,17,949,65,1180,10868,7137
46,11,321,3249,2130,16559,7790
45,1,1970,215,1089,14651,1675
37,12,4980,3018,1823,24239,12581
52,9,588,2981,960,7504,1227
49,9,1928,8023,1039,9876,8087
38,10,4822,4490,202,3601,1164
37,9,1088,9591,1486,14221,8868
16,9,4535,103,1577,22729,1982
23,11,1341,3632,593,5026,8335
37,2,2835,1950,1770,19709,5142
49,13,2404,134,570,17076,13481
50,15,1007,4262,397,14218,9232
47,10,2513,5779,18,14842,8469
29,6,3581,4655,1586,15505,14162
53,20,1847,9321,119,13639,12463
44,7,593,207,877,24866,8310
40,11,1605,86,830,1753,1165
50,1,1364,5480,1117,24942,13820
24,14,1683,7337,1670,19770,4611
32,17,1402,5153,354,2760,6613
36,13,223,837,174,9899,12648
42,6,2139,7578,98,10450,5652
38,12,1902,425,1489,6292,3331
43,20,3619,9467,1540,4789,11741
36,15,4879,4130,94,73,7058
47,19,589,3803,288,6400,13207
33,5,2432,9604,1956,10712,6714
46,4,2601,9453,1176,19696,11374
48,20,3247,9691,886,16064,1630
47,10,4877,3191,648,12030,12597
52,3,4152,93,1869,16689,8386
40,18,4084,9370,2151,10511,12025
51,15,4314,2941,124,15895,6119
56,3,1695,4878,2476,16764,2643
27,2,4285,1812,310,8837,13825
42,6,672,5990,1563,8944,8826
44,15,1220,4753,841,4955,10472
44,2,4874,6230,1569,14339,12464
58,8,1777,7350,688,5366,10316
42,13,4409,8925,2019,2339,7192
39,16,1223,5449,2208,8927,4235
32,15,1932,6629,693,6468,5161
44,19,3258,499,2125,24312,14341
46,8,3556,1055,2086,24724,13398
29,7,1350,4261,1867,22913,7137
45,1,3710,7355,759,23684,4706
54,19,1056,4210,2422,13468,2771
41,7,2686,3513,679,7080,10327
